Date,Open,Close,Low,High,Volume,Type,RSI_5,RSI_20,RSI_50,RSI_200,PCT_5,PCT_20,PCT_50,PCT_200
1985-10-18,114.74,114.965,113.83,114.32,180880000,index,91.83895538628944,63.35447498238197,63.35447498238197,63.35447498238197,1.4964244724993443,0.0,0.0,0.0
1985-10-21,114.32,114.455,113.65,113.68,142800000,index,70.05076142131975,61.15646258503401,61.15646258503401,61.15646258503401,0.4167397789085755,0.0,0.0,0.0
1985-10-22,113.8,114.89,113.425,114.44,157740000,index,66.9776119402984,62.27287743640568,62.27287743640568,62.27287743640568,0.48102151478047683,3.341578592309425,0.0,0.0
1985-10-23,114.44,115.525,114.44,115.065,202200000,index,70.05076142131975,63.79201014584655,63.79201014584655,63.79201014584655,0.16039535286977827,4.415220535068696,0.0,0.0
1985-10-24,115.065,116.105,115.065,115.485,190860000,index,65.08875739644965,67.27790072715774,65.07645259938838,65.07645259938838,0.9916061409994351,4.939443239334783,0.0,0.0
1985-10-25,115.485,115.545,113.74,113.91,165840000,index,60.66176470588228,64.9770992366412,62.92134831460673,62.92134831460673,0.9523393473417531,4.452178629542575,0.0,0.0
1985-10-28,113.91,113.91,113.205,113.82,131460000,index,42.91287386215865,59.14396887159529,57.37395524400107,57.37395524400107,-0.8529898163460735,1.5602710413694723,0.0,0.0
1985-10-29,113.82,115.735,113.805,115.4,163400000,index,58.07067812798468,59.78112175102597,61.192930780559635,61.192930780559635,0.18177883574983228,2.8389905811267044,0.0,0.0
1985-10-30,115.4,116.125,115.34,115.77,196040000,index,56.01202404809613,59.80311730926986,61.92196531791906,61.92196531791906,0.01722578700314028,4.443045374825739,0.0,0.0
1985-10-31,115.77,116.11,115.155,115.48,169920000,index,50.05649717514119,64.5323104160519,61.877256317689515,61.877256317689515,0.48898697477173203,4.726255975466758,0.0,0.0
1985-11-01,115.48,116.775,115.48,116.275,180180000,index,63.57615894039735,67.07140792136451,63.05970149253731,63.05970149253731,2.515143534369247,6.02896445271712,0.0,0.0
1985-11-04,116.275,117.075,115.825,116.04,150680000,index,99.53051643192487,70.58125741399758,63.56945722171112,63.56945722171112,1.157817427744419,8.132446661124971,0.0,0.0
1985-11-05,116.04,116.565,115.88,116.44,175360000,index,72.07446808510622,76.74943566591416,62.11235955056178,62.11235955056178,0.3789020452099012,6.950178915496838,0.0,0.0
1985-11-06,116.44,117.62,116.44,117.38,187000000,index,79.37131630648321,77.24116161616158,63.82750482729026,63.82750482729026,1.3004909137886531,7.405716372933978,0.0,0.0
1985-11-07,117.38,117.965,117.38,117.62,177280000,index,82.2608695652173,76.98691350143626,64.35517970401689,64.35517970401689,1.0190537358167395,6.160007199424045,0.0,0.0
1985-11-08,117.62,119.39,117.585,119.26,173520000,index,85.96973865199438,76.71188630490948,66.38085742771682,66.38085742771682,1.9773649370061905,5.403019334333896,0.0,0.0
1985-11-11,119.26,120.54,119.18,120.4,160780000,index,88.62876254180594,75.10359116022096,67.85510009532888,67.85510009532888,3.410114528374734,5.755395683453239,0.0,0.0
1985-11-12,120.39,122.01,120.39,121.82,216600000,index,100.0,76.34514435695532,69.56129265210325,69.56129265210325,3.732358442441762,6.708063669756867,0.0,0.0
1985-11-13,121.82,121.915,120.9,121.165,186420000,index,97.88182831661095,75.29215358931548,69.32349766102914,69.32349766102914,3.3484508116814333,5.700537541182593,0.0,0.0
1985-11-14,121.165,121.915,120.8,121.835,196080000,index,97.70531400966186,73.52415026833626,69.32349766102914,69.32349766102914,2.1149174972778337,6.045318140303573,0.0,0.0
1985-11-15,121.835,123.1,121.79,122.175,190540000,index,97.56410256410258,77.51099086912403,70.57808455565139,70.57808455565139,2.123776339804204,7.553186841990299,0.0,0.0
1985-11-18,122.175,122.28,121.73,121.955,164420000,index,74.36974789915973,75.91917853593904,68.63567712703473,68.63567712703473,0.22129333661174985,6.432239533466795,0.0,0.0
1985-11-19,121.955,122.8,121.735,122.57,203600000,index,65.07633587786259,76.05401844532277,69.17367639782285,69.17367639782285,0.7259155969322814,6.297338238476513,0.0,0.0
1985-11-20,122.57,122.795,122.2,122.2,195200000,index,67.39130434782618,74.9828178694158,69.1622691292876,69.1622691292876,0.7218143788705208,5.762025752551567,0.0,0.0
1985-11-21,122.2,123.805,122.2,123.61,239800000,index,76.69491525423746,75.70093457943926,70.15639961698054,70.15639961698054,0.5727051177904244,7.148729932061106,0.0,0.0
1985-11-22,123.61,124.335,123.445,123.97,208400000,index,71.40381282495683,79.39799331103679,70.65285624607657,70.65285624607657,1.6805691854759508,9.151962075322622,0.0,0.0
1985-11-25,123.97,124.165,122.815,123.135,166860000,index,92.17002237136532,88.02373007044876,70.27786450202936,70.27786450202936,1.111563517915317,7.28388128051152,0.0,0.0
1985-11-26,123.135,124.255,123.09,123.95,187260000,index,90.304709141275,86.25531914893628,70.36114570361146,70.36114570361146,1.1889734924060373,7.001076426264798,0.0,0.0
1985-11-27,123.95,125.875,123.88,125.77,206600000,index,95.0292397660822,87.55778120184911,71.78423236514524,71.78423236514524,1.6719841686523105,8.410128326586857,0.0,0.0
1985-11-29,125.77,126.435,125.52,126.06,115180000,index,94.27609427609464,88.17005545286518,72.24489795918367,72.24489795918367,1.6889854023404582,8.272318561335899,0.0,0.0
1985-12-02,126.06,126.28,124.855,125.185,171520000,index,87.47591522158032,86.51555897041885,71.91989551589029,71.91989551589029,1.703378568839846,7.862481315396113,0.0,0.0
1985-12-03,125.185,125.42,124.72,125.23,169080000,index,69.10197869101974,80.73664825046049,70.16848364717544,70.16848364717544,0.9375880246267806,7.596619911637288,0.0,0.0
1985-12-04,125.23,128.055,125.17,127.94,234400000,index,82.59005145797602,86.59235668789822,72.23978919631094,72.23978919631094,1.7318768619662417,8.87179051181772,15.183269619968529,0.0
1985-12-05,128.07,129.89,127.86,128.46,283000000,index,83.2092638544251,87.22694174757291,73.52017091868794,73.52017091868794,2.732629414323553,10.108930615012913,17.398770788141707,0.0
1985-12-06,128.46,128.54,126.775,126.955,221600000,index,65.39868324798826,80.2402058907636,72.04433497536945,71.10732952473563,1.789673740893246,7.663958455482027,16.178597252349956,0.0
1985-12-09,126.955,127.645,126.83,127.485,209600000,index,59.009900990099005,74.343851371277,70.4904205325943,69.59314775160601,1.7740392281932662,5.894308943089422,15.39052612547459,0.0
1985-12-10,127.485,128.525,127.155,127.975,223600000,index,70.44107965766959,73.92867845370102,71.13681973792941,70.2167326963412,0.367029791886298,5.339726251946562,14.590763195435102,0.0
1985-12-11,127.975,129.65,127.975,129.18,253000000,index,63.10599835661466,73.3782129742963,70.85121602288986,70.97763142954469,-0.18477172992530658,6.344584341549439,15.203483205971208,0.0
1985-12-12,129.18,130.1,129.18,129.765,234600000,index,52.23404255319157,74.5133273435161,70.89978576529398,71.27121501629765,1.213629998444066,6.713693967108221,17.012186895714343,0.0
1985-12-13,129.765,132.17,129.765,132.125,263400000,index,83.48708487084875,77.32480682120978,74.55822118197777,72.5485984319622,3.544988052802688,7.367993501218516,19.21168936592404,0.0
1985-12-16,132.125,133.185,132.06,132.61,230600000,index,100.0,77.11750470556612,75.6937248128958,73.13432835820898,3.6257537444076995,8.918056918547597,20.92886003541108,0.0
1985-12-17,132.545,132.73,131.325,131.535,242000000,index,91.10459433040056,78.66154690071313,76.18495770077644,72.44143675169182,2.375626687234851,8.086319218241037,22.59166897570887,0.0
1985-12-18,131.525,131.975,130.715,131.14,275800000,index,74.49947312960997,74.8443000270783,78.19674081122875,71.32021320213202,1.4411990776325905,7.4758744248544255,21.089090742269935,0.0
1985-12-19,131.14,132.03,130.91,131.925,229800000,index,72.18390804597698,74.93923845530654,77.8462654097172,71.3525135660899,-0.1059241885450453,6.643511974475985,20.564332024472645,0.0
1985-12-20,131.925,132.58,131.695,132.26,231600000,index,57.2438162544173,74.30074771531436,77.86231884057972,71.67156019034121,-0.45425535908697656,6.631278401093835,19.31245500359972,0.0
1985-12-23,132.26,132.26,130.365,130.725,198820000,index,28.337236533958063,72.20509946763796,76.35253054101219,71.21013982496729,-0.3541023129661711,6.519550597994591,16.76525116977134,0.0
1985-12-24,130.725,130.725,129.305,130.03,128560000,index,18.818040435459167,67.07444039562722,72.09773389036586,69.07689305230288,-0.9471490812653912,5.207033922176169,14.69117389015616,0.0
1985-12-26,130.03,130.635,129.89,130.345,107800000,index,23.725490196078766,66.60593440916185,71.42122186495175,68.95577634911356,-1.0565780504430888,3.781529294935445,14.251355606087095,0.0
1985-12-27,130.345,131.59,130.25,131.485,149820000,index,43.623188405797215,65.40846589377188,71.85203952368886,69.52280768862963,-0.7467189621360756,4.077193815003758,14.08878099531819,0.0
1985-12-30,131.485,132.13,131.245,131.945,185640000,index,43.4593023255812,65.37112010796216,71.52012304537297,69.83435873166113,-0.09829124451836947,4.632562559391823,14.930631061627444,0.0
1985-12-31,131.945,132.66,131.905,132.295,225400000,index,55.47945205479459,66.87830687830683,72.59032299246775,70.13400805922592,1.480206540447506,5.772604050390683,15.905814512253723,0.0
1986-01-02,132.295,132.445,131.065,131.255,151620000,index,86.90987124463497,69.24130375239655,73.14124003087213,69.852529400784,1.3855398629769988,3.428214439108185,15.279832883627812,0.0
1986-01-03,131.255,131.255,130.0,130.55,178360000,index,59.03790087463561,59.51814396192737,70.64984227129337,68.33455076698318,-0.2545786153963127,1.0508892139502728,13.616100411166403,0.0
1986-01-06,130.55,130.7,129.845,130.355,198480000,index,35.313531353135076,52.607855763039275,69.18700214944997,67.64891982283285,-1.0822674638613539,1.680410767076394,12.570518065544107,0.0
1986-01-07,130.355,132.875,130.33,132.79,255000000,index,57.984994640943206,63.252827881381805,70.3816237238697,68.87284745173072,0.1620684456505378,4.0973011085432285,14.998485438573713,0.0
1986-01-08,132.79,133.885,131.15,131.16,280000000,index,61.90476190476183,68.94353369763196,72.04856936763643,69.4102564102564,1.0872437615614012,4.170394864812281,17.535773856553416,0.0
1986-01-09,131.005,131.16,128.055,128.8,238800000,index,41.606792945787085,57.19355719355715,70.20852858481724,66.32094732543894,-0.07237819511637565,1.1646741226378643,13.327861061908669,0.0
1986-01-10,128.8,129.97,128.79,129.565,197000000,index,41.606792945787085,50.87051142546244,66.92829111666072,65.0564768084595,-0.5585309869931062,-0.09992313604918943,11.922497308934336,0.0
1986-01-13,129.565,129.595,128.63,129.095,178980000,index,42.60869565217398,48.62059546571977,66.02426837972877,64.66794075489727,-2.4684854186265293,-1.9482484678822645,11.613986736715184,0.0
1986-01-14,129.095,129.96,128.995,129.18,205800000,index,24.271844660194205,43.343373493975996,66.34025483718736,64.8721399730821,-2.931620420510127,-2.4214438562901184,11.290944123314068,0.0
1986-01-15,129.18,131.655,129.005,131.535,237400000,index,32.440944881889834,45.57291666666667,67.13890808569454,65.79028527370855,0.3774016468435533,-0.8099148647630443,12.453555413196666,0.0
1986-01-16,131.535,133.125,131.535,133.06,247800000,index,69.28361138370956,51.07952992620937,68.0013458950202,66.54855247285886,2.427483265368932,0.8713771547641642,14.206665808776222,0.0
1986-01-17,133.06,133.6,132.605,132.77,225600000,index,91.43835616438355,54.51013044684984,69.12111348074981,66.7864361104873,3.0903970060573287,1.1891236840112043,13.586124808705993,0.0
1986-01-20,132.77,132.79,131.145,131.605,178860000,index,83.17757009345789,52.02450719232816,67.1218961625282,65.98624362103394,2.1775931055709323,0.15839493136218097,12.567286907133463,0.0
1986-01-21,131.605,132.015,130.595,131.09,221400000,index,69.66507177033475,48.51276651750454,65.7053431701319,65.23837379350687,0.27344195055256937,-0.1852411915923216,10.574587486389133,0.0
1986-01-22,131.09,131.78,129.47,129.615,215200000,index,51.660026560424974,48.730830248545765,64.22829581993571,65.01493842454273,-1.0103286384976518,0.8070376745075593,9.324705491952875,0.0
1986-01-23,129.615,129.615,128.46,129.27,222200000,index,10.650224215246553,47.15967246673494,60.184042195039844,63.02627860977678,-2.9827844311377136,-0.7808014697439292,6.233095647897716,0.0
1986-01-24,129.27,130.54,129.27,130.2,236600000,index,18.839103869653542,49.766871165644176,59.69097932288116,63.50324245171187,-1.6944046991490325,-0.7979329736302236,7.074601156543481,0.0
1986-01-27,130.205,130.985,129.795,130.795,221000000,index,30.143014301430327,48.477221243392925,60.223174030658264,63.72834372834374,-0.7802143695791939,-0.8665708014833737,7.439609564040525,0.0
1986-01-28,130.795,132.045,130.67,131.99,230800000,index,50.31055900621119,49.79151336767229,61.15147512109201,64.25351727906023,0.2010927303080789,-0.46359113523293316,7.2664500406173795,0.0
1986-01-29,131.99,134.13,131.99,133.06,264200000,index,67.58982035928145,53.35004557885141,61.90630397236616,65.24337605418685,3.4833931257956148,1.2722262071048378,9.690873405299309,0.0
1986-01-30,133.06,133.16,132.085,132.19,218000000,index,82.31540565177755,51.57523683630757,61.70647729718098,64.4135579885924,2.007047648230431,1.4513732810178668,8.436482084690553,0.0
1986-01-31,132.19,133.22,132.03,132.925,218600000,index,79.00432900432905,54.555993507999084,61.323625298848086,64.44153291844087,1.7063022483490362,1.928079571537881,8.489759355022596,0.0
1986-02-03,132.925,134.425,132.925,134.24,215200000,index,81.97026022304833,58.383974791807404,62.31730565558146,64.99419579517607,1.8024158430838155,1.1665098777046181,8.578005734824929,0.0
1986-02-04,134.24,135.69,134.24,134.6,250600000,index,82.63205013428832,56.60643041539546,62.5197513957653,65.5561901135859,1.163050771639456,1.348171938604031,9.132585354083728,0.0
1986-02-05,134.6,135.79,134.6,135.715,210600000,index,73.05555555555554,54.67026231919589,62.177102157967475,65.59984789910641,1.9750675878642203,3.5300396462336043,9.362541779084271,0.0
1986-02-06,135.715,136.94,135.565,136.64,239400000,index,100.0,65.35600425079706,63.303134437155045,66.0940720844525,2.7923735174898656,5.362776025236593,10.208844714498412,0.0
1986-02-07,136.47,137.485,135.745,137.42,222200000,index,100.0,70.67400275103171,63.6476170827316,66.32336518178434,2.2763622838013777,6.088197847139176,9.22343594836148,0.0
1986-02-10,137.4,138.245,137.305,138.125,214800000,index,100.0,73.30280172413798,62.990968283973956,66.6379840196681,1.8829685312108533,6.375038473376421,9.34076798354886,0.0
1986-02-11,138.125,138.61,137.85,138.26,226600000,index,100.0,73.30280172413798,62.838764104186446,66.78700361010831,2.076736136681657,5.282746572481115,9.764016471333555,0.0
1986-02-12,138.26,138.765,138.035,138.665,244400000,index,100.0,70.88719153936547,63.165664873985016,66.84988396237938,1.3327004527530222,4.236619718309849,10.640248764152435,0.0
1986-02-13,138.665,139.295,138.45,139.165,257200000,index,100.0,69.1853233830846,64.73399171710734,67.0631067961165,1.3165072553369268,4.262724550898199,8.77747842723828,0.0
1986-02-14,139.165,140.63,139.165,140.16,244800000,index,100.0,70.74970484061397,63.732663536092595,67.58822475667284,1.7251980180114947,5.9040590405904085,8.268534914158142,0.0
1986-02-18,140.16,140.765,139.985,140.735,252000000,index,100.0,74.51583154011686,62.33412725416808,67.64039585072135,1.5547218815381088,6.628034693027309,9.510658160883768,0.0
1986-02-19,140.735,140.92,139.585,139.64,273800000,index,100.0,78.45957174816245,64.43226859407787,67.70008925914905,1.5529852628544671,6.935802094399747,10.399937326178065,0.0
1986-02-20,139.64,140.025,138.94,139.945,249800000,index,70.65573770491847,75.28365532045395,64.43226859407788,66.98657560056526,0.5240676262608265,8.031477838213167,8.947675549503987,0.0
1986-02-21,139.945,141.235,139.945,141.145,293400000,index,76.00536193029532,87.85016286644961,64.70384081443777,67.4503657262278,0.43020692597597826,8.192891067871933,8.93559583494023,0.0
1986-02-24,141.165,141.175,139.99,140.2,255800000,index,61.09979633401261,86.7103900586815,63.66979006049105,67.40341106856945,0.2912655844847974,7.779516738557847,8.51268255188318,0.0
1986-02-25,140.2,140.2,138.865,139.4,237800000,index,41.42640364188171,80.68598068598062,61.83223992502341,66.64945792462571,-0.5109281862049382,6.175924874095953,6.0755088144056915,0.0
1986-02-26,139.4,139.635,138.675,138.875,248400000,index,32.65856950067487,76.13636363636363,59.064966605950204,66.22022113302177,-0.27852169255491144,4.104227242227687,4.842887712580237,0.0
1986-02-27,138.875,140.53,138.735,140.525,249400000,index,56.815114709851414,74.00600150037509,58.94531725733771,66.56135401974612,-0.4991680532446012,5.5346951036347285,5.876591576885415,0.0
1986-02-28,140.9,141.83,140.415,140.425,261200000,index,57.83926218708817,81.73499267935578,60.859188544152765,67.04475952182375,0.4639631662829829,6.462993544512846,7.467323356696358,0.0
1986-03-03,140.425,140.665,139.6,139.74,239200000,index,44.795918367346815,75.21164917033516,60.26943984873551,66.18728729827643,0.33166904422254173,4.64199367677142,6.540180262061646,0.0
1986-03-04,139.74,141.77,139.7,140.545,270000000,index,65.60636182902587,75.04261847937258,61.23154981549815,66.5925484028418,1.5289862856733767,4.480801827695491,6.931663901040879,0.0
1986-03-05,140.545,140.615,139.565,140.245,234800000,index,58.71886120996447,66.9185846788045,59.13795064255657,65.76861274772361,0.06048530562869704,3.553280801237217,6.317102676546211,0.0
1986-03-06,140.245,141.345,140.17,140.8,240600000,index,57.47021081576528,68.29107672044776,60.23661971830987,66.03422619047618,-0.34195868293027826,3.2167372571929325,8.123924268502586,0.0
1986-03-07,140.8,141.165,140.24,140.71,251200000,index,42.32987312572071,64.8610622581779,62.133891213389106,65.90812645873115,0.35545444851242314,2.6766556351601833,8.060626937650706,0.0
1986-03-10,140.71,142.58,140.71,142.435,225800000,index,70.88331515812438,66.88763672522366,63.468260232269714,66.41233342043375,0.5713479579600778,3.1357372780209105,8.351698457329592,0.0
1986-03-11,142.435,145.5,142.435,145.345,269600000,index,79.1406249999999,71.03508263264706,65.01835456704814,67.40706932400222,3.4740248195427164,4.970781328908438,10.11882237190646,0.0
1986-03-12,145.345,147.32,145.34,146.62,309800000,index,97.45222929936295,73.28877005347583,65.95923513343138,67.99780909226708,4.22724539247939,6.16509926854755,11.050806573194631,0.0
1986-03-13,146.62,147.05,145.88,147.01,280200000,index,93.18697956093885,72.01700770661706,65.20177477287135,67.81546407111287,4.168880388198222,5.567321152948796,11.027218845558547,0.0
1986-03-14,147.01,147.45,146.555,147.0,304400000,index,96.04395604395629,71.82231736687179,65.78975060507209,67.94282039867437,3.4156263150511825,4.849605347365422,12.338577577997025,0.0
1986-03-17,147.0,147.0,145.57,146.365,259000000,index,87.71331058020513,67.8932584269663,66.83057188669162,67.6416999064362,1.0309278350515463,4.429368095762451,12.471308339709267,0.0
1986-03-18,146.365,147.825,146.115,147.625,279000000,index,80.87649402390481,69.09140075716604,68.20065894356469,67.90250097694411,0.3427912028237819,4.899943230201534,11.25117591721542,0.0
1986-03-19,147.625,148.57,147.425,147.475,273800000,index,73.23420074349494,70.04716981132076,67.2037706894662,68.13442607051064,1.0336620197211708,6.102481699696473,10.968368375844944,0.0
1986-03-20,147.475,148.535,147.27,147.8,302800000,index,80.24439918533629,73.35345773874857,66.40905017921149,68.11130502229979,0.7358426585283202,5.168690480404986,13.247179017993291,0.0
1986-03-21,147.8,148.785,147.56,148.005,265800000,index,78.95878524945815,71.87137891077629,70.90003557452866,68.18841280588065,1.214285714285712,5.390472817425171,14.476417634838807,0.0
1986-03-24,148.005,148.145,146.205,147.09,219200000,index,72.94589178356756,69.5347533632287,71.83707797669113,67.76891281361146,0.21647217994251422,5.666904422253939,14.313823835796144,0.0
1986-03-25,147.09,147.71,146.625,147.485,220000000,index,47.26840855106933,71.70520231213881,71.73365326934616,67.48671803953478,-0.5788517197280644,5.782934078132286,13.6580486303478,0.0
1986-03-26,147.485,147.565,146.735,147.255,254200000,index,16.61129568106317,73.48933649289103,71.23386804969245,67.39317464869515,-0.653044736930689,5.006048530562867,12.084615092476545,0.0
1986-03-27,147.25,149.055,147.165,148.375,272800000,index,58.78378378378393,74.39198855507871,71.09090909090912,67.85108388312912,0.18146990624055534,5.094126771486987,11.966197183098597,0.0
1986-03-31,148.375,149.205,147.89,148.86,219600000,index,57.34265734265759,72.58805513016847,70.1352366641623,67.8964705882353,0.7155152046981014,6.071161980592202,11.6803892215569,0.0
1986-04-01,148.86,149.225,148.065,148.45,250600000,index,74.1071428571424,78.19499341238482,69.79100696643448,67.90251246824127,1.0256583846726601,5.258517316780689,12.376684991339712,0.0
1986-04-02,148.45,148.94,147.095,148.92,239800000,index,79.42583732057386,74.9651810584959,70.7317073170732,67.72089531228005,0.9317927692881103,5.9204210077160955,12.82051282051283,0.0
1986-04-03,148.92,149.935,148.55,148.71,238000000,index,90.30612244897969,82.81690140845083,72.87464896604548,68.01952580195258,0.5903860990909365,6.077328522409709,13.776749127333435,0.0
1986-04-04,148.71,148.795,146.94,147.035,223400000,index,44.980694980694615,75.49623545516772,71.2289457267623,67.3060999171957,-0.27478971884321907,5.405022491410757,14.797670022759693,0.0
1986-04-07,147.035,147.08,144.83,146.055,214800000,index,24.42839951865207,68.31836481882951,72.03785488958992,66.2605860241837,-1.4374267046406313,3.156122878384065,12.670445840355463,0.0
1986-04-08,146.055,148.945,146.055,148.93,235800000,index,47.66666666666665,69.17746309129264,72.68581289288798,66.82105638193642,0.00335705653282896,2.367697594501714,13.71149368248271,0.0
1986-04-09,148.93,150.03,148.545,149.055,262000000,index,58.01470588235299,65.34552845528466,73.11005945880355,67.138635260906,0.0633607896755253,1.839532989410812,13.620356696580723,0.0
1986-04-10,149.055,151.775,149.055,151.765,257000000,index,62.18543046357621,65.16853932584283,73.54977321556461,67.63683753258036,2.0027554689337803,3.21319279156749,13.155147990755244,0.0
1986-04-11,151.765,153.54,151.765,152.665,259400000,index,79.02140672782895,70.05562422744133,73.34616309838827,68.12561502588457,4.392167527875972,4.130213631739575,15.304896365274853,0.0
1986-04-14,152.665,153.975,152.485,153.925,236200000,index,100.0,70.12025901942654,75.36249543072988,68.24381926683716,3.3770855013595633,4.744897959183669,15.579492568683378,0.0
1986-04-15,153.925,155.025,153.435,154.92,250200000,index,100.0,73.86262265834083,75.94289113622845,68.52555978031265,3.3293341331733686,4.870624048706253,15.324530407290304,0.0
1986-04-16,154.92,158.975,154.92,158.895,297800000,index,100.0,77.95887662988973,77.41791378155015,69.54210956663941,4.743864272772188,7.003432725314668,17.16043923649495,0.0
1986-04-17,158.895,159.86,158.285,159.055,312000000,index,100.0,78.11254980079688,77.2246001351656,69.76092868449894,4.116191220528867,7.624465614165023,17.72590028720821,0.0
1986-04-18,157.375,159.155,157.35,157.66,289400000,index,89.96441281138777,75.59036144578315,75.96399599955551,69.36395189280813,3.364182497158634,6.9697886211647715,16.22243318241566,0.0
1986-04-21,157.66,158.63,157.24,158.525,258200000,index,82.71257905832731,73.41260404280618,74.4421906693712,69.07125346622192,2.325431382035149,7.077525397414684,15.379859621049555,0.0
1986-04-22,157.35,159.47,157.345,157.86,290800000,index,82.18682114409829,76.67844522968193,74.61099294749803,69.27867151011935,0.3113697122189052,7.9615462731026945,15.35317733010235,0.0
1986-04-23,156.65,158.21,156.63,157.46,250000000,index,40.92526690391482,73.8095238095238,72.10229159747593,68.58870489665259,-1.0321531339922467,7.213770202961414,14.140393910973229,0.0
1986-04-24,157.46,160.16,157.46,159.855,286200000,index,52.84090909090893,76.3990777614756,73.04812834224599,69.06550422294009,0.6314598975841132,7.450270034550997,15.418152992469292,0.0
1986-04-25,159.855,160.625,159.595,160.46,266600000,index,64.58333333333334,75.33946561541832,73.22566935826606,69.17707283021795,1.2576435730946256,7.653898998022846,15.312825298826244,0.0
1986-04-28,160.46,160.95,159.14,159.9,220400000,index,73.96694214876038,75.52705933492717,73.10852630455662,69.25457429112994,0.9280742459396687,7.857262523035681,14.449264026167954,0.0
1986-04-29,159.9,160.305,157.695,158.25,248600000,index,58.988159311087365,73.44477359289044,71.30943355355792,68.91070053887607,1.3241893685607729,7.630589499127172,13.881291514225852,0.0
1986-04-30,158.25,158.405,154.785,154.91,242000000,index,51.84484389782397,68.74628639334524,68.40183601084918,67.91729893778452,-1.095779220779218,5.649114616333744,12.407749077490786,0.0
1986-05-01,154.91,154.94,153.725,154.205,228600000,index,11.61764705882345,59.029406458596426,63.68071818891492,66.17750341921413,-3.539299610894943,4.129843072683901,10.651669344759858,0.0
1986-05-02,154.205,155.585,154.205,155.01,205200000,index,13.896848137535827,62.47244673034539,65.25789370464798,66.33801780590098,-3.3333333333333215,5.782567310307312,10.160371012850918,0.0
1986-05-05,155.01,157.415,155.01,157.14,198380000,index,29.16912197996463,68.90433510151817,65.67525673319122,66.78524756788151,-1.8028133869810763,5.686662862130316,11.503453160970412,0.0
1986-05-06,157.14,158.09,156.855,157.125,217000000,index,36.99354081033471,67.48900363358196,66.19435136428913,66.94722392804249,-0.1988573593005257,5.372258881557023,12.76034236804566,0.0
1986-05-07,157.125,157.125,155.31,156.255,232000000,index,41.55672823218998,63.63112391930835,66.2070286316193,66.48371358875019,1.4102233122499046,3.5249547026848917,12.525512944462355,0.0
1986-05-08,156.255,157.53,156.18,157.16,221000000,index,78.65044247787608,61.65687664573627,67.18855057151092,66.58082054583826,1.2501205129029103,2.5986713559984427,12.097061125738277,0.0
1986-05-09,157.16,157.915,156.38,157.915,231800000,index,77.34741784037546,59.386397768719156,66.8639053254438,66.67261182849398,0.3176317377632373,2.5588569572982616,11.34104209264611,0.0
